year_month,event_id,perf_date,perf_time,venue,total_tickets,active_tickets,sold_tickets,deleted_tickets,avg_price,min_price,max_price
2026-05,orebushi,2026-06-24,12:00,[東京都] 東京建物 Brillia HALL,1,0,0,1,0.0,0,0
2026-05,orebushi,2026-06-24,17:30,[東京都] 東京建物 Brillia HALL,1,0,1,0,200000.0,200000,200000
2026-05,orebushi,2026-06-26,17:30,[東京都] 東京建物 Brillia HALL,5,0,2,3,38760.0,0,150000
2026-05,orebushi,2026-06-27,12:00,[東京都] 東京建物 Brillia HALL,4,0,2,2,13750.0,0,20000
2026-05,orebushi,2026-06-27,17:30,[東京都] 東京建物 Brillia HALL,5,1,2,2,15000.0,6000,30000
2026-05,orebushi,2026-06-28,12:00,[東京都] 東京建物 Brillia HALL,2,0,1,1,13500.0,10000,17000
2026-05,orebushi,2026-06-29,17:30,[東京都] 東京建物 Brillia HALL,1,0,1,0,15000.0,15000,15000
2026-05,orebushi,2026-06-30,12:00,[東京都] 東京建物 Brillia HALL,3,0,2,1,19000.0,14000,25000
2026-05,orebushi,2026-07-08,17:30,[福岡県] キャナルシティ劇場,2,1,0,1,22000.0,14000,30000
2026-05,orebushi,2026-07-09,17:30,[福岡県] キャナルシティ劇場,1,0,0,1,16000.0,16000,16000
2026-05,orebushi,2026-07-10,16:30,[福岡県] キャナルシティ劇場,1,0,0,1,30000.0,30000,30000
2026-05,orebushi,2026-07-12,14:00,[福岡県] キャナルシティ劇場,2,0,1,1,24500.0,18000,31000
2026-05,orebushi,2026-07-19,17:00,[大阪府] ＳｋｙシアターＭＢＳ,2,1,0,1,37500.0,30000,45000
2026-05,orebushi,2026-07-22,17:30,[大阪府] ＳｋｙシアターＭＢＳ,1,1,0,0,16000.0,16000,16000
2026-05,orebushi,2026-07-23,17:30,[大阪府] ＳｋｙシアターＭＢＳ,1,1,0,0,14900.0,14900,14900
2026-05,orebushi,2026-07-24,17:30,[大阪府] ＳｋｙシアターＭＢＳ,1,1,0,0,16000.0,16000,16000
2026-05,orebushi,2026-07-25,12:00,[大阪府] ＳｋｙシアターＭＢＳ,1,1,0,0,17000.0,17000,17000
2026-05,orebushi,2026-07-29,17:30,[大阪府] ＳｋｙシアターＭＢＳ,1,1,0,0,20000.0,20000,20000
2026-05,orebushi,2026-07-31,17:30,[大阪府] ＳｋｙシアターＭＢＳ,2,2,0,0,20000.0,20000,20000
2026-05,orebushi,2026-08-01,12:00,[大阪府] ＳｋｙシアターＭＢＳ,2,2,0,0,34000.0,20000,48000
2026-05,orebushi,2026-08-01,17:30,[大阪府] ＳｋｙシアターＭＢＳ,2,1,0,1,25000.0,20000,30000
2026-05,orebushi,2026-08-02,12:00,[大阪府] ＳｋｙシアターＭＢＳ,3,2,1,0,11000.0,0,33000
2026-05,summer-sonic-osaka,2026-08-14,,万博記念公園,1,1,0,0,18000.0,18000,18000
