year_month,event_id,perf_date,perf_time,venue,total_tickets,active_tickets,sold_tickets,deleted_tickets,avg_price,min_price,max_price
2026-07,are-you-red-y,2026-07-25,18:00,東京ドーム,685,0,196,489,18904.493430656934,0,150000
2026-07,are-you-red-y,2026-07-26,18:00,東京ドーム,1322,96,285,941,18779.257186081693,0,200000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-05,14:00,[岡山県] 岡山芸術創造劇場 ハレノワ 大劇場,1,0,0,1,45000.0,45000,45000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-10,15:00,[大阪府] COOL JAPAN PARK OSAKA WWホール,1,0,0,1,25000.0,25000,25000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-11,13:00,[大阪府] COOL JAPAN PARK OSAKA WWホール,2,0,0,2,16000.0,7000,25000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-11,17:00,[大阪府] COOL JAPAN PARK OSAKA WWホール,3,0,0,3,18333.333333333332,15000,25000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-12,13:00,[大阪府] COOL JAPAN PARK OSAKA WWホール,2,0,1,1,10499.5,9999,11000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-13,13:00,[大阪府] COOL JAPAN PARK OSAKA WWホール,2,0,0,2,13000.0,11000,15000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-19,13:45,[東京都] 有楽町よみうりホール,8,0,0,8,26225.0,0,100000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-19,17:45,[東京都] 有楽町よみうりホール,5,0,0,5,13700.0,6000,22000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-21,17:45,[東京都] 有楽町よみうりホール,2,0,0,2,7400.0,0,14800
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-23,13:45,[東京都] 有楽町よみうりホール,5,0,0,5,22400.0,14500,35000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-23,17:45,[東京都] 有楽町よみうりホール,7,0,0,7,18071.428571428572,15000,36000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-24,13:45,[東京都] 有楽町よみうりホール,5,0,0,5,34600.0,12000,70000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-25,13:45,[東京都] 有楽町よみうりホール,3,0,0,3,60000.0,60000,60000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-25,17:45,[東京都] 有楽町よみうりホール,9,0,1,8,24000.0,10000,40000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-26,13:45,[東京都] 有楽町よみうりホール,15,0,0,15,12466.666666666666,10000,17000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-27,13:45,[東京都] 有楽町よみうりホール,10,0,0,10,53750.0,20000,72500
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-27,17:45,[東京都] 有楽町よみうりホール,10,1,0,9,12100.0,10000,16000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-28,13:45,[東京都] 有楽町よみうりホール,2,0,2,0,0.0,0,0
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-30,17:45,[東京都] 有楽町よみうりホール,6,1,0,5,15083.333333333334,14500,18000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-07-31,13:45,[東京都] 有楽町よみうりホール,9,1,2,6,22555.555555555555,13000,58000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-08-02,13:45,[東京都] 有楽町よみうりホール,5,1,0,4,20000.0,20000,20000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-08-03,13:45,[東京都] 有楽町よみうりホール,12,2,0,10,16833.333333333332,10000,30000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-08-04,13:45,[東京都] 有楽町よみうりホール,1,0,0,1,28000.0,28000,28000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-08-04,17:45,[東京都] 有楽町よみうりホール,9,1,0,8,15777.777777777777,14000,30000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-08-06,17:45,[東京都] 有楽町よみうりホール,28,2,2,24,28571.428571428572,11000,63000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-08-07,13:45,[東京都] 有楽町よみうりホール,12,2,0,10,27791.666666666668,11500,60000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-08-08,13:45,[東京都] 有楽町よみうりホール,13,0,2,11,15538.461538461539,0,105000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-08-08,17:45,[東京都] 有楽町よみうりホール,24,2,1,21,20875.0,0,80000
2026-07,joseph-amazing-technicolor-dreamcoat,2026-08-09,13:45,[東京都] 有楽町よみうりホール,18,0,0,18,18888.88888888889,0,51000
2026-07,ryosuke-yamada-asia-tour-2026-red-y,2026-09-13,,[ソウル] Jangchung Arena,13,1,0,12,0.0,0,0
