year_month,event_id,perf_date,perf_time,venue,total_tickets,active_tickets,sold_tickets,deleted_tickets,avg_price,min_price,max_price
2026-05,wendy-and-peter-pan,2026-06-21,13:00,[東京都] THEATER MILANO-Za,4,0,3,1,27000.0,18000,40000
2026-05,wendy-and-peter-pan,2026-06-22,13:00,[東京都] THEATER MILANO-Za,3,0,3,0,21333.333333333332,0,39000
2026-05,wendy-and-peter-pan,2026-06-25,13:00,[東京都] THEATER MILANO-Za,2,0,1,1,24500.0,21000,28000
2026-05,wendy-and-peter-pan,2026-06-25,18:00,[東京都] THEATER MILANO-Za,7,0,4,3,32142.85714285714,21000,50000
2026-05,wendy-and-peter-pan,2026-06-26,13:00,[東京都] THEATER MILANO-Za,11,0,8,3,27136.363636363636,14500,40000
2026-05,wendy-and-peter-pan,2026-06-27,13:00,[東京都] THEATER MILANO-Za,4,0,2,2,34245.0,26000,45000
2026-05,wendy-and-peter-pan,2026-06-27,18:00,[東京都] THEATER MILANO-Za,3,0,3,0,25000.0,22000,30000
2026-05,wendy-and-peter-pan,2026-06-28,13:00,[東京都] THEATER MILANO-Za,4,0,4,0,35000.0,25000,62000
2026-05,wendy-and-peter-pan,2026-06-29,13:00,[東京都] THEATER MILANO-Za,4,3,1,0,34750.0,27000,45000
2026-05,wendy-and-peter-pan,2026-06-29,18:00,[東京都] THEATER MILANO-Za,12,4,5,3,38916.666666666664,0,140000
2026-05,wendy-and-peter-pan,2026-07-01,18:00,[東京都] THEATER MILANO-Za,8,1,5,2,32687.5,20000,45000
2026-05,wendy-and-peter-pan,2026-07-02,13:00,[東京都] THEATER MILANO-Za,7,0,6,1,39571.42857142857,0,100000
2026-05,wendy-and-peter-pan,2026-07-02,18:00,[東京都] THEATER MILANO-Za,7,1,5,1,41428.57142857143,28000,68000
2026-05,wendy-and-peter-pan,2026-07-03,13:00,[東京都] THEATER MILANO-Za,2,1,1,0,36500.0,33000,40000
2026-05,wendy-and-peter-pan,2026-07-04,13:00,[東京都] THEATER MILANO-Za,3,1,2,0,43333.333333333336,35000,55000
2026-05,wendy-and-peter-pan,2026-07-05,13:00,[東京都] THEATER MILANO-Za,7,2,5,0,32000.0,0,80000
2026-05,wendy-and-peter-pan,2026-07-13,15:00,[大阪府] フェニーチェ堺 大ホール,7,2,4,1,26857.14285714286,0,50000
2026-05,wendy-and-peter-pan,2026-07-14,13:00,[大阪府] フェニーチェ堺 大ホール,3,1,1,1,26333.333333333332,20000,30000
2026-05,wendy-and-peter-pan,2026-07-15,13:00,[大阪府] フェニーチェ堺 大ホール,5,4,1,0,33000.0,0,55000
2026-05,wendy-and-peter-pan,2026-07-15,18:00,[大阪府] フェニーチェ堺 大ホール,5,3,2,0,33000.0,25000,45000
2026-05,wendy-and-peter-pan,2026-07-16,13:00,[大阪府] フェニーチェ堺 大ホール,11,8,2,1,37454.545454545456,20000,100000
2026-05,wendy-and-peter-pan,2026-07-17,13:00,[大阪府] フェニーチェ堺 大ホール,2,2,0,0,29012.0,27000,31024
2026-05,wendy-and-peter-pan,2026-07-19,15:00,[大阪府] フェニーチェ堺 大ホール,8,5,2,1,40625.0,0,100000
2026-05,wendy-and-peter-pan,2026-07-20,13:00,[大阪府] フェニーチェ堺 大ホール,20,9,11,0,47263.75,19000,125000
