year_month,event_id,perf_date,perf_time,venue,total_tickets,active_tickets,sold_tickets,deleted_tickets,avg_price,min_price,max_price
2026-03,akechico,2026-06-29,18:00,[東京都] EX THEATER ARIAKE (東京ドリームパーク内),2,0,0,2,7000.0,7000,7000
2026-03,akechico,2026-07-12,12:30,[東京都] EX THEATER ARIAKE (東京ドリームパーク内),31,0,0,31,40645.16129032258,0,50000
2026-03,akechico,2026-08-06,18:00,[福岡県] キャナルシティ劇場,35,0,0,35,25000.0,25000,25000
2026-03,akechico,2026-08-08,12:30,[福岡県] キャナルシティ劇場,60,1,0,59,30666.666666666668,20000,40000
2026-03,akechico,2026-08-20,18:00,[大阪府] フェスティバルホール,28,0,0,28,23500.0,23000,30000
2026-03,akechico,2026-08-21,12:30,[大阪府] フェスティバルホール,13,1,0,12,21384.615384615383,20000,26000
2026-03,akechico,2026-08-22,18:00,[大阪府] フェスティバルホール,84,2,0,82,25290.47619047619,17600,40000
2026-03,akechico,2026-08-29,18:00,[大阪府] フェスティバルホール,36,1,0,35,24694.444444444445,20000,30000
2026-03,akechico,2026-08-30,12:30,[大阪府] フェスティバルホール,42,0,0,42,23809.52380952381,0,40000
2026-03,summer-sonic-osaka,2026-08-14,,万博記念公園,36,1,0,35,24500.0,24500,24500
2026-03,west-live-tour-yuitsumuni,2026-06-26,18:00,[千葉県] ららアリーナ 東京ベイ,13,0,7,6,33923.07692307692,27000,45000
2026-03,west-live-tour-yuitsumuni,2026-06-27,18:00,[千葉県] ららアリーナ 東京ベイ,14,0,7,7,19178.571428571428,0,58000
2026-03,west-live-tour-yuitsumuni,2026-06-28,12:00,[千葉県] ららアリーナ 東京ベイ,17,0,1,16,42470.58823529412,23000,58000
2026-03,west-live-tour-yuitsumuni,2026-06-28,17:00,[千葉県] ららアリーナ 東京ベイ,58,0,9,49,51151.724137931036,0,160000
