year_month,event_id,perf_date,perf_time,venue,total_tickets,active_tickets,sold_tickets,deleted_tickets,avg_price,min_price,max_price
2026-06,orebushi,2026-06-21,12:00,[東京都] 東京建物 Brillia HALL,6,0,5,1,24854.333333333332,15000,39000
2026-06,orebushi,2026-06-23,12:00,[東京都] 東京建物 Brillia HALL,2,0,1,1,25000.0,25000,25000
2026-06,orebushi,2026-06-24,12:00,[東京都] 東京建物 Brillia HALL,3,0,1,2,17666.666666666668,14000,22000
2026-06,orebushi,2026-06-24,17:30,[東京都] 東京建物 Brillia HALL,10,0,4,6,23900.0,0,60000
2026-06,orebushi,2026-06-26,17:30,[東京都] 東京建物 Brillia HALL,21,0,4,17,63714.28571428572,0,220000
2026-06,orebushi,2026-06-27,12:00,[東京都] 東京建物 Brillia HALL,3,0,1,2,20333.333333333332,0,50000
2026-06,orebushi,2026-06-27,17:30,[東京都] 東京建物 Brillia HALL,32,0,8,24,38375.0,0,220000
2026-06,orebushi,2026-06-28,12:00,[東京都] 東京建物 Brillia HALL,17,0,6,11,31588.235294117647,6000,120000
2026-06,orebushi,2026-06-29,17:30,[東京都] 東京建物 Brillia HALL,12,0,5,7,24991.666666666668,8000,140000
2026-06,orebushi,2026-06-30,12:00,[東京都] 東京建物 Brillia HALL,21,0,5,16,21452.380952380954,0,73500
2026-06,orebushi,2026-07-08,17:30,[福岡県] キャナルシティ劇場,12,0,2,10,20541.666666666668,0,50000
2026-06,orebushi,2026-07-09,12:00,[福岡県] キャナルシティ劇場,8,0,0,8,15750.0,0,25000
2026-06,orebushi,2026-07-09,17:30,[福岡県] キャナルシティ劇場,18,0,3,15,32009.444444444445,0,275000
2026-06,orebushi,2026-07-10,16:30,[福岡県] キャナルシティ劇場,9,0,2,7,18722.222222222223,0,40000
2026-06,orebushi,2026-07-12,14:00,[福岡県] キャナルシティ劇場,11,0,2,9,15863.636363636364,0,28000
2026-06,orebushi,2026-07-19,17:00,[大阪府] ＳｋｙシアターＭＢＳ,15,0,5,10,51646.666666666664,0,280000
2026-06,orebushi,2026-07-21,17:30,[大阪府] ＳｋｙシアターＭＢＳ,7,0,0,7,15428.57142857143,0,26000
2026-06,orebushi,2026-07-22,12:00,[大阪府] ＳｋｙシアターＭＢＳ,1,0,0,1,270000.0,270000,270000
2026-06,orebushi,2026-07-22,17:30,[大阪府] ＳｋｙシアターＭＢＳ,4,1,0,3,16500.0,14000,24000
2026-06,orebushi,2026-07-23,17:30,[大阪府] ＳｋｙシアターＭＢＳ,12,2,1,9,8458.333333333334,0,17000
2026-06,orebushi,2026-07-24,17:30,[大阪府] ＳｋｙシアターＭＢＳ,13,2,2,9,11807.692307692309,5000,19500
2026-06,orebushi,2026-07-25,12:00,[大阪府] ＳｋｙシアターＭＢＳ,6,1,1,4,18216.666666666668,12000,40000
2026-06,orebushi,2026-07-25,17:30,[大阪府] ＳｋｙシアターＭＢＳ,9,2,0,7,52055.444444444445,12000,230000
2026-06,orebushi,2026-07-26,12:00,[大阪府] ＳｋｙシアターＭＢＳ,4,0,2,2,18250.0,7000,28000
2026-06,orebushi,2026-07-28,17:30,[大阪府] ＳｋｙシアターＭＢＳ,12,2,1,9,12975.0,6000,30000
2026-06,orebushi,2026-07-29,12:00,[大阪府] ＳｋｙシアターＭＢＳ,1,0,0,1,0.0,0,0
2026-06,orebushi,2026-07-29,17:30,[大阪府] ＳｋｙシアターＭＢＳ,18,5,0,13,21111.11111111111,0,68000
2026-06,orebushi,2026-07-30,17:30,[大阪府] ＳｋｙシアターＭＢＳ,15,4,1,10,12633.333333333334,7000,18000
2026-06,orebushi,2026-07-31,17:30,[大阪府] ＳｋｙシアターＭＢＳ,9,3,0,6,18500.0,11000,28000
2026-06,orebushi,2026-08-01,12:00,[大阪府] ＳｋｙシアターＭＢＳ,17,4,1,12,17270.58823529412,12500,20500
2026-06,orebushi,2026-08-01,17:30,[大阪府] ＳｋｙシアターＭＢＳ,38,7,6,25,37734.21052631579,0,260000
2026-06,orebushi,2026-08-02,12:00,[大阪府] ＳｋｙシアターＭＢＳ,24,3,6,15,65250.0,15000,190000
2026-06,summer-sonic,2026-08-14,,ZOZOマリンスタジアム ＆ 幕張メッセ,1,0,1,0,22000.0,22000,22000
