year_month,event_id,perf_date,perf_time,venue,total_tickets,active_tickets,sold_tickets,deleted_tickets,avg_price,min_price,max_price
2026-04,orebushi,2026-06-24,17:30,[東京都] 東京建物 Brillia HALL,1,1,0,0,15000.0,15000,15000
2026-04,orebushi,2026-06-26,17:30,[東京都] 東京建物 Brillia HALL,1,0,1,0,15000.0,15000,15000
2026-04,orebushi,2026-06-27,12:00,[東京都] 東京建物 Brillia HALL,4,2,0,2,6000.0,6000,6000
2026-04,orebushi,2026-06-28,12:00,[東京都] 東京建物 Brillia HALL,2,0,2,0,11000.0,6000,16000
2026-04,orebushi,2026-06-30,12:00,[東京都] 東京建物 Brillia HALL,2,0,1,1,75000.0,75000,75000
2026-04,orebushi,2026-07-09,12:00,[福岡県] キャナルシティ劇場,3,1,1,1,21666.666666666668,15000,25000
2026-04,orebushi,2026-07-09,17:30,[福岡県] キャナルシティ劇場,1,0,1,0,2500.0,2500,2500
2026-04,orebushi,2026-07-12,14:00,[福岡県] キャナルシティ劇場,1,0,1,0,12000.0,12000,12000
2026-04,orebushi,2026-07-21,17:30,[大阪府] ＳｋｙシアターＭＢＳ,3,1,0,2,46666.666666666664,20000,60000
2026-04,orebushi,2026-07-29,12:00,[大阪府] ＳｋｙシアターＭＢＳ,1,0,1,0,15000.0,15000,15000
2026-04,orebushi,2026-07-29,17:30,[大阪府] ＳｋｙシアターＭＢＳ,1,0,1,0,13000.0,13000,13000
2026-04,orebushi,2026-08-02,12:00,[大阪府] ＳｋｙシアターＭＢＳ,3,1,1,1,34000.0,32000,35000
