year_month,event_id,perf_date,perf_time,venue,total_tickets,active_tickets,sold_tickets,deleted_tickets,avg_price,min_price,max_price
2026-03,orebushi,2026-06-21,12:00,[東京都] 東京建物 Brillia HALL,1,0,1,0,15000.0,15000,15000
2026-03,orebushi,2026-06-24,12:00,[東京都] 東京建物 Brillia HALL,4,0,3,1,15025.0,100,20000
2026-03,orebushi,2026-06-24,17:30,[東京都] 東京建物 Brillia HALL,2,0,2,0,225.0,100,350
2026-03,orebushi,2026-06-27,17:30,[東京都] 東京建物 Brillia HALL,2,0,2,0,5250.0,500,10000
2026-03,orebushi,2026-06-28,12:00,[東京都] 東京建物 Brillia HALL,2,0,0,2,12000.0,12000,12000
2026-03,orebushi,2026-06-29,17:30,[東京都] 東京建物 Brillia HALL,1,0,1,0,23000.0,23000,23000
2026-03,orebushi,2026-07-10,16:30,[福岡県] キャナルシティ劇場,10,1,0,9,50000.0,50000,50000
2026-03,orebushi,2026-07-12,14:00,[福岡県] キャナルシティ劇場,10,1,0,9,50000.0,50000,50000
2026-03,orebushi,2026-07-19,17:00,[大阪府] ＳｋｙシアターＭＢＳ,10,1,0,9,2000.0,0,20000
2026-03,orebushi,2026-07-28,17:30,[大阪府] ＳｋｙシアターＭＢＳ,3,0,0,3,10000.0,10000,10000
2026-03,orebushi,2026-07-30,17:30,[大阪府] ＳｋｙシアターＭＢＳ,30,3,0,27,24333.333333333332,15000,38000
2026-03,orebushi,2026-08-01,12:00,[大阪府] ＳｋｙシアターＭＢＳ,10,1,0,9,19400.0,17000,23000
2026-03,orebushi,2026-08-02,12:00,[大阪府] ＳｋｙシアターＭＢＳ,20,2,0,18,9600.0,0,31000
2026-03,summer-sonic-osaka,2026-08-14,,万博記念公園,10,1,0,9,24500.0,24500,24500
