year_month,event_id,perf_date,perf_time,venue,total_tickets,active_tickets,sold_tickets,deleted_tickets,avg_price,min_price,max_price
2026-05,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,104,64,39,1,10952.923076923076,0,35000
2026-05,are-you-red-y,2026-06-28,15:00,京セラドーム大阪,99,64,35,0,11777.767676767677,0,35000
2026-05,are-you-red-y,2026-07-25,18:00,東京ドーム,109,89,19,1,11908.256880733945,0,45000
2026-05,are-you-red-y,2026-07-26,18:00,東京ドーム,138,121,17,0,13883.492753623188,0,50000
2026-05,joseph-amazing-technicolor-dreamcoat,2026-06-21,13:00,[宮城県] 東京エレクトロンホール宮城,3,0,2,1,37666.666666666664,20000,55000
2026-05,joseph-amazing-technicolor-dreamcoat,2026-06-27,17:00,[愛知県] COMTEC PORTBASE,1,0,1,0,10000.0,10000,10000
2026-05,joseph-amazing-technicolor-dreamcoat,2026-06-28,13:00,[愛知県] COMTEC PORTBASE,1,0,1,0,17000.0,17000,17000
2026-05,joseph-amazing-technicolor-dreamcoat,2026-07-04,17:30,[岡山県] 岡山芸術創造劇場 ハレノワ 大劇場,1,1,0,0,7000.0,7000,7000
2026-05,joseph-amazing-technicolor-dreamcoat,2026-07-10,15:00,[大阪府] COOL JAPAN PARK OSAKA WWホール,1,0,1,0,9500.0,9500,9500
2026-05,joseph-amazing-technicolor-dreamcoat,2026-07-13,13:00,[大阪府] COOL JAPAN PARK OSAKA WWホール,1,1,0,0,18000.0,18000,18000
2026-05,joseph-amazing-technicolor-dreamcoat,2026-07-21,13:45,[東京都] 有楽町よみうりホール,1,0,1,0,14800.0,14800,14800
2026-05,joseph-amazing-technicolor-dreamcoat,2026-07-21,17:45,[東京都] 有楽町よみうりホール,1,1,0,0,56000.0,56000,56000
2026-05,joseph-amazing-technicolor-dreamcoat,2026-07-25,13:45,[東京都] 有楽町よみうりホール,1,1,0,0,14800.0,14800,14800
2026-05,joseph-amazing-technicolor-dreamcoat,2026-07-25,17:45,[東京都] 有楽町よみうりホール,1,1,0,0,18000.0,18000,18000
2026-05,joseph-amazing-technicolor-dreamcoat,2026-07-31,13:45,[東京都] 有楽町よみうりホール,1,1,0,0,15000.0,15000,15000
2026-05,joseph-amazing-technicolor-dreamcoat,2026-08-03,13:45,[東京都] 有楽町よみうりホール,2,0,2,0,14400.0,14000,14800
2026-05,joseph-amazing-technicolor-dreamcoat,2026-08-04,13:45,[東京都] 有楽町よみうりホール,1,0,1,0,14000.0,14000,14000
2026-05,joseph-amazing-technicolor-dreamcoat,2026-08-09,13:45,[東京都] 有楽町よみうりホール,1,1,0,0,0.0,0,0
