year_month,event_id,perf_date,perf_time,venue,total_tickets,active_tickets,sold_tickets,deleted_tickets,avg_price,min_price,max_price
2026-05,naniwa-danshi-nd5,2026-07-11,13:30,[北海道] 北海道立総合体育センター（北海きたえーる）,53,0,31,22,47846.83018867925,0,80000
2026-05,naniwa-danshi-nd5,2026-07-11,18:00,[北海道] 北海道立総合体育センター（北海きたえーる）,26,0,13,13,44001.807692307695,10341,70000
2026-05,naniwa-danshi-nd5,2026-07-12,14:00,[北海道] 北海道立総合体育センター（北海きたえーる）,23,0,13,10,39036.565217391304,0,80000
2026-05,naniwa-danshi-nd5,2026-07-18,13:30,マリンメッセ福岡A館,25,0,13,12,53339.96,0,80000
2026-05,naniwa-danshi-nd5,2026-07-18,18:00,マリンメッセ福岡A館,41,0,20,21,52426.829268292684,0,80000
2026-05,naniwa-danshi-nd5,2026-07-19,13:00,マリンメッセ福岡A館,34,0,14,20,58794.117647058825,0,90000
2026-05,naniwa-danshi-nd5,2026-07-19,17:30,マリンメッセ福岡A館,28,0,12,16,54282.142857142855,0,130000
2026-05,naniwa-danshi-nd5,2026-07-28,18:00,大阪城ホール,114,2,41,71,58970.771929824565,0,90000
2026-05,naniwa-danshi-nd5,2026-07-29,13:30,大阪城ホール,60,2,6,52,56853.333333333336,25000,90000
2026-05,naniwa-danshi-nd5,2026-07-29,18:00,大阪城ホール,62,3,4,55,47477.41935483871,0,80000
2026-05,naniwa-danshi-nd5,2026-08-05,13:00,横浜アリーナ,122,11,5,106,57019.67213114754,0,83000
2026-05,naniwa-danshi-nd5,2026-08-05,18:00,横浜アリーナ,201,19,15,167,58250.24378109453,0,95000
2026-05,naniwa-danshi-nd5,2026-08-06,13:00,横浜アリーナ,107,9,7,91,63357.91588785047,48000,82000
2026-05,naniwa-danshi-nd5,2026-08-06,18:00,横浜アリーナ,70,6,5,59,64007.142857142855,31500,80000
2026-05,naniwa-danshi-nd5,2026-08-07,13:00,横浜アリーナ,68,5,12,51,61622.05882352941,36000,90000
2026-05,naniwa-danshi-nd5,2026-08-07,18:00,横浜アリーナ,92,8,17,67,71657.71739130435,0,105000
2026-05,naniwa-danshi-nd5,2026-08-15,13:30,セキスイハイムスーパーアリーナ,132,12,11,109,57101.51515151515,0,90000
2026-05,naniwa-danshi-nd5,2026-08-15,18:00,セキスイハイムスーパーアリーナ,83,6,19,58,64588.34939759036,25000,85000
2026-05,naniwa-danshi-nd5,2026-08-16,13:00,セキスイハイムスーパーアリーナ,118,11,13,94,59437.28813559322,0,140000
2026-05,naniwa-danshi-nd5,2026-08-16,17:30,セキスイハイムスーパーアリーナ,97,9,6,82,57576.28865979381,10350,83000
