ticket_id,created_at_unix,event_id,perf_date,perf_time,venue,ticket_type,name_type,delivery_method,seller_name,seller_rating,order_num,ticket_tags,first_observed_at,last_observed_at,sold_at,status,quantity,price,raw_description,details_fetched,year_month
sold_1775832263723,1775832263723,west-live-tour-yuitsumuni,2026-06-26,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,female,QR毎,,,,,2026-04-10 14:44:23,2026-06-26 07:01:13,2026-06-20 16:01:09,sold,1,20000,,False,2026-04
rbfcwok0hw,1776139152452,west-live-tour-yuitsumuni,2026-06-26,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,female,同行,も,5.0,,番手同行,2026-04-14 03:59:12,2026-06-21 02:01:07,,deleted,2,52000,"FC先行 有効期限内 座席未定 初期当選 2名義中2番手 すり替えなし 下3桁提示可能
・公演当日は会場付近で待ち合わせ予定です。詳しい時間や場所等は連絡ボードにてお知らせいたします。大幅な遅刻はお待ちせずに入場いたしますが、その際も受取通知はしていただくので時間には余裕を持ってお越しください。
・同時入場後チケットを回収させていただき、当方が座席選択後に2番手のお席をお渡しします。購入者様に座席選択の権利はございませんので座席に関するクレームは一切受け付けません。
・入場ゲートが別れた場合は当方でゲートQRを揃えるかQR毎でのお譲りになる場合もございます。
・座席選択に時間を要する場合がございますが、開演前にはお渡しします。
・お連れ様と分かれての入場になる場合がございますが、必ず連番のチケットをお渡しいたしますのでご了承ください。
・入場の際、QRコードを開く為に端末をお借りする場合がございます。
・チケットお渡し時にその場で速やかに受取通知をお願いいたします。
・公演中止の場合のみ手数料を差し引いた額を返金いたします。そちら以外は如何なる理由がございましてもキャンセル、返金等の対応はいたしません。
・当日はスムーズに連絡が取れるよう、ご協力お願いいたします。
・トラブル防止の為、代理購入や日本語の通じない方はご購入をお断りしておりますのでご了承ください。また、名義を潰す行為はご遠慮ください。
ご購入いただいた時点で上記内容全て理解されているとみなしますので、購入前に再度ご確認ください。",True,2026-04
3cflew9mkp,1775457559197,west-live-tour-yuitsumuni,2026-06-26,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,female,同行,a,5.0,,同行記載あり,2026-04-06 06:39:19,2026-06-21 02:01:07,,deleted,1,50000,当方と同行/サイチェン可能/下3桁提示可能/FC初期当選/有効期限内/公演中止時返金対応,True,2026-04
sold_1776074816065,1776074816065,west-live-tour-yuitsumuni,2026-06-26,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,female,公演前日にログイン情報共有,,,,,2026-04-13 10:06:56,2026-06-26 07:01:13,2026-06-20 16:01:09,sold,2,45000,"FC初期当選/有効期限内/すり替えなし/
QRごと/同行者登録可/下3桁提示可能

公演前日にログイン情報を送信いたします。座席未定。

万が一、遅刻、体調不良...",False,2026-04
sold_1775025503608,1775025503608,west-live-tour-yuitsumuni,2026-06-26,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,female,同行,,,,,2026-04-01 06:38:23,2026-06-26 07:01:13,2026-06-20 16:01:09,sold,1,39000,"FC先行 初期当選 2連中の1枚 当方と同行 (濵田担不可) 下3桁提示可 重複すり替えなし 有効期限内 Pay-easy払い 発送物戻りなし　
連番内のお席は...",False,2026-04
sold_1776399140867,1776399140867,west-live-tour-yuitsumuni,2026-06-26,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,female,同行,,,,,2026-04-17 04:12:20,2026-06-26 07:01:13,2026-06-20 16:01:09,sold,1,48000,"重岡担不可、当方との同行になります。
有効期限内、すり替えなし、下3桁提示可
サイチェン不可
同行者登録可能な方

開場20分前集合、時間厳守でお願いいたします...",False,2026-04
sold_1777360177474,1777360177474,west-live-tour-yuitsumuni,2026-06-27,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,none,同行,,,,,2026-04-28 07:09:37,2026-06-26 07:01:13,2026-06-20 16:01:09,sold,2,22000,【開演25分前までに半券お渡し:1枚27000円、入場後15分以内に半券お渡し:1枚37000円、アリーナゲートからの入場確約:1枚58000円、アリーナ階にて...,False,2026-04
7tffasarmn,1776338044238,west-live-tour-yuitsumuni,2026-06-27,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,female,当日手渡し,S,5.0,,番手,2026-04-16 11:14:04,2026-06-21 02:01:07,,deleted,2,70000,"ファンクラブ先行 座席未定 初期当選 指定席 有効期限内名義 2名義中2番手着ブロ選択なし すり替えなし 下3桁提示 サイチェン可
・公演当日、開場時間を目安に会場付近で待ち合わせし同時入場して頂きます、時間厳守でお願い致します。詳しい場所等は公演日近くになりましたら、連絡ボードにてお伝え致します。
・入場の際、端末をお借りする場合があります。
・公演中止の場合のみ、規定に則り返金致します。他ランダムエラー、交通の乱れによる遅刻、体調不良、ご購入者様のご都合等、如何なる場合においても返金対応は出来ませんのでご了承下さい。
・入場時お連れ様と別々に入場していただく場合ございますが、必ず2連でお渡し致します。座席選択に少々お時間頂きますが、なるべく早めにお渡し出来るよう迅速に対応致します。
・トラブル防止のため、代理購入はお控え下さい。以上上記のことをすべてご了承頂ける日本人女性の方のみご購入お願い致します。",True,2026-04
qi5n2bd3p5,1776301150749,west-live-tour-yuitsumuni,2026-06-27,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,female,2名義中2番手,choco,5.0,,ランダム記載あり,2026-04-16 00:59:10,2026-06-21 02:01:07,,deleted,2,65000,"2名義中2番手/初期当選/有効期限内/下3桁提示可/サイチェン可
・初期当選×2
制作開放により母数増える場合があります。その場合番手の順番は変わりません。
・公演当日、16:45を目安に会場付近で待ち合わせし同時入場して頂きます、時間厳守でお願い致します。詳しい場所等は公演日近くになりましたら、連絡ボードにてお伝え致します。
・公演中止の場合のみ、チケテン規定に則り返金致します。他ランダムエラー、交通の乱れによる遅刻、体調不良、ご購入者様のご都合等、如何なる場合においても返金対応は出来ませんのでご了承下さい。
・入場時お連れ様と別々に入場して頂く場合がありますが、必ず2連でお渡し致します。座席選択に少々お時間頂きますが、なるべく早めにお渡し出来るよう迅速に対応致します。
・トラブル防止のため、代理購入はお控え下さい。以上上記のことをすべてご了承頂ける日本人女性の方のみご購入お願い致します。",True,2026-04
sold_1775539820214,1775539820214,west-live-tour-yuitsumuni,2026-06-27,18:00,[千葉県] ららアリーナ 東京ベイ,paper,none,5名義中5番手,,,,,2026-04-07 05:30:20,2026-06-26 07:01:13,2026-06-20 16:01:09,sold,1,25000,"・5名義中5番手 下3桁提示可（下3桁希望の場合ゲートの関係で前日以降提示、ゲート違いで名義数変動有）
・入場後 座席を全て見た後にチケットをお渡しする為 15...",False,2026-04
