ticket_id,created_at_unix,event_id,perf_date,perf_time,venue,ticket_type,name_type,delivery_method,seller_name,seller_rating,order_num,first_observed_at,last_observed_at,sold_at,status,quantity,price,raw_description,details_fetched,year_month
sold_1780732481129,1780732481129,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,none,同行,,,,2026-06-06 07:54:41,2026-06-20 09:27:28,2026-06-20 04:50:53,sold,1,1500,"お取引に慣れていない方でも最後まで対応させていただきますのでご安心ください。
・複数名義所持のランダム配布です。ご購入者様は座席の選択は出来ません。
当方と同時...",False,2026-06
sold_1781613294517,1781613294517,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,2名義中2番手,,,,2026-06-16 12:34:54,2026-06-20 09:27:28,2026-06-20 04:50:53,sold,2,10500,"ランダムエラー対応可能
2名義中2番手/すり替えなし/下3桁提示可/有効期限内/該当(山田)名義

公演当日、開演1時間前(16時頃)に会場付近で待ち合わせをし...",False,2026-06
jy3pjxsis0,1781494269242,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,同行　2名義中2番手,りん,5.0,番手記載あり,2026-06-15 03:31:09,2026-06-20 09:27:28,,listing,2,11000,"2名義中2番手/前回スタンド/下3桁提示可/有効期限内
公演日は開演1時間半前を目安に会場付近にて待ち合わせし、同時入場していただきます。
入場後は一旦チケットを回収し一度解散いたします。実際の座席を確認し、こちらが選択後チケットをお渡しいたします。
座席選択にお時間をいただく場合がございます。ご了承ください。
チケットお渡しと同時にその場で受け取り連絡をお願いいたします。お席に関するクレームは一切受け付けておりません。
当日はQRコードが表示できる端末をお持ちください。
待ち合わせ時間に遅刻された場合は、到着を待たず先に入場させていただきます。ランダムエラー、出演者変更、体調不良、交通機関の乱れを含む遅刻、本人確認等の理由で入場が出来なかった場合も必ず受け取り連絡をお願いいたします。公演中止の場合のみ手数料を差し引いた金額を返金いたします。
日本語が通じる日本人女性で当日入場されるご本人様のみ購入をお願い致します。代理購入や複数名義所持している方の購入はご遠慮ください。
購入後に当日連絡が取れる電話番号をお願いいたします。",True,2026-06
0u57ejfadn,1781421437618,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,同時入場ランダム配布,e,5.0,ランダム同行,2026-06-14 07:17:17,2026-06-20 09:27:28,,listing,1,600,"ランダム配布となるため同時入場後1度回収させていただき、こちらが選び終えてからのお渡しとなります。
ご購入後はこちらからの連絡を待たずにお名前（偽名可）とお電話番号のご連絡お願いいたします。
お電話番号は当日集合時におかけする可能性ございますので当日繋がるものでお願いいたします。
『集合入場について』
当日は開場30分前頃を目安に会場付近にて待ち合わせいたします。詳しい時間は公演日が近づき次第ご連絡いたします。
※必ず時間厳守でお願いいたします。
当日連絡が取れない、遅刻された場合は到着を待たずに入場します。
なおこの場合でも受け取り評価はしていただきます。
その他体調不良、ランダムエラー、本人確認等で入場できなかった場合による返金対応はいたしかねますので、ご了承ください。
買い手都合のキャンセルも必ず受け取り評価していただきます。
公演中止の場合のみ手数料を差し引いた金額を返金いたします。
『入場後について』
実際に座席を確認しに行くため、一度解散いたします。遅くとも開演5~10分前にはお渡しいたしますが、座席選択に時間を要することをご了承ください。
またご購入者様が座席を選択することはできません。
座席に関するクレームも一切受け付けません。
チケットお渡しと同時に受け取り評価をお願いいたします。
『注意事項』
2連でのご購入の場合、入場の際お連れ様と別れて入場していただきますが、チケットは必ず2連でお渡しいたします。
同行者登録はこちらで行います。公演日が近づき次第、氏名等伺いますのでご協力お願いいたします。
トラブル防止のため会員情報、名義数などの情報は一切お答えいたしません。
スーツケース等大きな荷物は持って入らず、預けてから集合お願いいたします。
日本語でのコミュニケーションが円滑に取れる方のみご購入ください。
小さなお子様をお連れの方や代理購入はお控えください。
お取引成立後は上記説明事項に同意していただいたとみなし、ご購入様からの条件のご提示はお受けできません。
ご不明な点ございましたら、気軽にご質問ください。",True,2026-06
re7wjni06t,1781765742139,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,none,同行,ちー,5.0,番手,2026-06-18 06:55:42,2026-06-20 09:27:28,,listing,2,9000,"5名義中5番手/全て初期当選/すり替えなし/下3桁提示可/有効期限内/該当名義
当日は開場時間頃に集合し、同時入場する予定です。
集合場所などの詳細は前日までに連絡ボードにてお知らせいたします。
入場の際にQRコード表示のため端末をお借りする場合がございます。
座席に関するクレームはお受けいたしません。
着ブロはございません。
ゲートによってはQRでのお譲りになる場合がございます。
遅刻された場合は先に入場しますがその場合でも受け取り通知はしていただきます。
お時間に余裕を持ってお越しください。
遅延や体調不良などの買い手様都合、出演者変更、本人確認、ランダムエラーなど
公演中止以外のキャンセルや返金はいたしません。
代理購入はお控えください。
日本語が理解できる日本人女性のみご購入ください。",True,2026-06
sold_1780727683040,1780727683040,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,pickup_number,female,入金後即払込票番号共有,,,,2026-06-06 06:34:43,2026-06-20 09:27:28,2026-06-20 04:50:53,sold,2,2000,"一般指定2名券
6/7(日)23:30までにセブンイレブンにて定価プラス手数料のお支払いが必要です。",False,2026-06
sold_1780906435526,1780906435526,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,公演日前日にQRコード共有,,,,2026-06-08 08:13:55,2026-06-20 09:27:28,2026-06-20 04:50:53,sold,2,20000,"FC初期当選/QR毎/下3桁提示可能/重複すり替え無し/有効期限内/着ブロ無し
公演日前日にログイン情報を共有します。

同行者登録のURL購入後送付可能。
直...",False,2026-06
qdj2d5lr4e,1781357544636,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,入金後24時間以内にQRコード共有,MT,5.0,QR,2026-06-13 13:32:24,2026-06-20 09:27:28,,listing,2,27000,"プラベル変更可能です。
QRごと/初期当選/着ブロ希望なし/Pay-easy決済済み/有効期限内/会員番号下3桁掲示可
・公演前日にQRコード表示に必要なパスワードと会員番号をお伝え致しますので、ご自身でQRコードを提示してご入場ください。
・同行者登録・当日の来場に際しての確認事項の同意チェックはご自身で宜しくお願いいたします。
その際の登録ミスによる責任は一切負えませんのでご了承ください。
QRコードが表示できない、または赤線エラーが出た場合でも受取連絡はしていただきます。
・2名での当選の為、必ず2名揃って入場下さい。
・本人確認対応不可。身分証、会員証の貸し出しはできません。
・撮影、録音などの違反行為をされない方。
・入場するまで座席未定ですので座席に関するクレームやキャンセルはご遠慮下さい。
・ご希望の方には下3桁お伝えできます。
・何らかの事情（ご本人確認やランダムエラーなど）で入場または観覧できなかった場合は、返金できませんが、公演の中止、延期の場合は、手数料を引いた金額を返金いたします。",True,2026-06
mebd2wcu3a,1781614608511,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,同行,ぽ,5.0,ランダム,2026-06-16 12:56:48,2026-06-20 09:27:28,,listing,2,1500,"FC先行 座席未定／有効期限内名義／コンビニ Pay-easy支払い／クレジットカード決済一切なし
・少数名義のランダム配布
・重複当選の為、同時入場後一旦チケットを回収させて頂き、こちらで座席選択後にランダムでお渡し致します。座席によっては、実際に席を確認してからお渡しさせて頂きます。その為お渡しまでお時間を頂きますので、ご了承ください。どのようなお席でもクレームは一切受け付けません。
・公演当日は開場30分前(前後する可能性あり)に会場付近にお集まり頂き同時入場していただきます。集合できる方のみご購入お願い致します。遅刻厳禁です。詳しい集合場所や時間は追ってご連絡致します。遅刻する場合は、待たずに入場する可能性がございますので、ご注意ください。
・入場の際には、買い手様の端末をお借りする可能性がございます。QRコードを表示できる端末をお持ちください。ご了承ください。
・回収後は一度解散し、再度会場内の指定した場所にお集まり頂きチケットをお渡し致します。落札者様は座席はお選び頂けません
座席確認のため、チケットお渡しするまでお時間を頂戴しております。予めご了承ください。
必ず公演に間に合うようにチケットをお渡ししますが、待ち時間や座席に関するクレーム等は一切受けられません。
チケットを受け取り次第その場ですぐに受け取り通知をお願いします。
・公演中の盗撮録音マナー違反はお辞め下さい。
購入後、ご年齢（購入者様・同行者様共に）と当日繋がる電話番号（購入者様のみ）をお伺いします。ご了承ください。
・感染症によるメンバーの未出演や買い手様の体調不良、交通機関の遅延による返金は一切致しません。ご了承ください。
・QRコードのエラー、検温、本人確認等、公演中止以外での入場出来なかった場合、その他いかなるトラブルには責任を負いかねます。その場合でも受け取り連絡をして頂きます。
※以上内容をご理解頂ける方のみ購入をお願いいたします。ご不明点はお気軽にご連絡ください。",True,2026-06
r5d1rixso8,1781898688760,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,同行,りりり。,5.0,同行,2026-06-19 19:51:28,2026-06-20 09:27:28,,listing,1,25000,"2名義中1番手
すり替えなし/初期当選/下3桁提示可/有効期限内／山田名義
2連を2名義所持しているため、そのうち当方が選んだ方(2枚中良席)のチケットをお渡しします。
公演当日、会場付近で待ち合わせをし同時入場していただきます。
詳しい待ち合わせ時間、場所などはご入金後にメッセージ内でお知らせします。
遅刻は待たず入場させていただきますが、その際も受け取り連絡はしていただきますのでご了承ください。
お渡し後のサイチェンなどはご自由にお使いください。
発券協力のため入場時に身分証をお預かりする可能性がございますので、必ずご携帯ください。
ランダムエラー、遅刻などいかなる場合も公演中止以外の理由で返金致しません。",True,2026-06
sold_1780727628846,1780727628846,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,pickup_number,female,入金後即払込票番号を共有,,,,2026-06-06 06:33:48,2026-06-20 09:27:28,2026-06-20 04:50:53,sold,1,2000,"一般指定1名券
6/7(日)23:30までにセブンイレブンにて定価プラス手数料のお支払いが必要です。
",False,2026-06
zir0yh2qzu,1781584346931,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,同行,❤️,5.0,ランダム,2026-06-16 04:32:26,2026-06-20 09:27:28,,listing,2,1000,"ランダム配布
開演15分前のお渡し
ランダムエラー、遅刻等いかなる理由でも返金不可",True,2026-06
m5fxbbdxq5,1781878371754,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,同行,さ,5.0,同行,2026-06-19 14:12:51,2026-06-20 09:27:28,,listing,1,12000,"重複なし すり替えなし
初期当選 有効期限内名義
下3桁開示可能 着ブロ希望なし 前回スタンド
開演1時間前頃に会場付近にて待ち合わせの上同時入場致します。
詳しい待ち合わせ場所はマイページの連絡ボードにてご連絡いたします。
チケットお渡しの際に受取連絡を行って頂きます。
その場で受取連絡して頂けない場合チケットはお渡しできません。ご了承ください。
連番内のお席は購入者様でお選び頂けません。
出演者変更や入場時のエラー等いかなる場合も返金不可。
体調不良、遅刻など購入者都合による入場不可時も返金不可。
公演中止の場合のみ、規約に則り返金致します。
録音盗撮等は禁止です。
座席未定チケットのため、お席に関するクレームは受付ません。
トラブル防止のため、日本語が話せる女性のみご購入ください。代理購入は不可です。",True,2026-06
kuz9u76r7t,1780821700759,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,none,8名義中6番手  同行,K,5.0,番手同行,2026-06-07 08:41:40,2026-06-20 09:27:28,,listing,2,9200,"FC先行/8名義中6番手/すり替えなし/下3桁提示可/初期当選のみ/着ブロ指定なし/山田名義のみ
・当日は会場付近の指定した場所に時間厳守で集合していただきます。開場時間には入場することを考えておりますので、時間に余裕をもてる方のみご購入ください。詳しいことは追ってお伝えします。
・同時入場後、チケットを一度回収させていただきます。計5組が選んだ後、6番手でチケットをお選びいただけます。当方の座席を選ぶのにお時間いただくかもしれませんが、必ずお渡ししますのでお待ちいただけると幸いです。なるべく早くお渡しできるように努めます。
・2連でご購入の場合、お連れ様とは別れて入場していただく可能性がございます。チケットは必ず2連番でお渡しするのでご安心ください。
・当日QRコードを開くのに端末をお借りする場合がございます。
・会場で連絡をスムーズに取るために電話番号をお伺いします。
・受け取り連絡はチケットお渡し後、速やかにお願いします。
・購入者本人が入場いただけますようお願い致します。
・座席へのクレームは一切受け付けません。
・公演中止以外の理由で返金は不可です。公演中止の際は手数料を差し引いた金額を返金いたします。
・トラブル防止のため、日本語が理解できる方のみご購入ください。
ご購入されましたら上記全ての項目にご了承いただけたと見なします。
⭐️大阪両日お取引いただける場合、お値下げ可能です！",True,2026-06
siby1gh3s2,1781614452465,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,同行,ぽ,5.0,ランダム,2026-06-16 12:54:12,2026-06-20 09:27:28,,listing,2,1500,"FC先行 座席未定／有効期限内名義／コンビニ Pay-easy支払い／クレジットカード決済一切なし
・4名義 ランダム配布
・重複当選の為、同時入場後一旦チケットを回収させて頂き、こちらで座席選択後にランダムでお渡し致します。座席によっては、実際に席を確認してからお渡しさせて頂きます。その為お渡しまでお時間を頂きますので、ご了承ください。どのようなお席でもクレームは一切受け付けません。
・公演当日は開場30分前(前後する可能性あり)に会場付近にお集まり頂き同時入場していただきます。集合できる方のみご購入お願い致します。遅刻厳禁です。詳しい集合場所や時間は追ってご連絡致します。遅刻する場合は、待たずに入場する可能性がございますので、ご注意ください。
・入場の際には、買い手様の端末をお借りする可能性がございます。QRコードを表示できる端末をお持ちください。ご了承ください。
・回収後は一度解散し、再度会場内の指定した場所にお集まり頂きチケットをお渡し致します。落札者様は座席はお選び頂けません
座席確認のため、チケットお渡しするまでお時間を頂戴しております。予めご了承ください。
必ず公演に間に合うようにチケットをお渡ししますが、待ち時間や座席に関するクレーム等は一切受けられません。
チケットを受け取り次第その場ですぐに受け取り通知をお願いします。
・公演中の盗撮録音マナー違反はお辞め下さい。
購入後、ご年齢（購入者様・同行者様共に）と当日繋がる電話番号（購入者様のみ）をお伺いします。ご了承ください。
・感染症によるメンバーの未出演や買い手様の体調不良、交通機関の遅延による返金は一切致しません。ご了承ください。
・QRコードのエラー、検温、本人確認等、公演中止以外での入場出来なかった場合、その他いかなるトラブルには責任を負いかねます。その場合でも受け取り連絡をして頂きます。
※以上内容をご理解頂ける方のみ購入をお願いいたします。ご不明点はお気軽にご連絡ください。",True,2026-06
tt09xf2b7n,1780873168776,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,同行,うさぎ,5.0,ランダム記載あり,2026-06-07 22:59:28,2026-06-20 09:27:28,,listing,1,13000,"FC先行/有効期限内/重複なし/すり替えなし/下3桁提示可/該当名義
*  コンサート当日は開演2時間半前を目安に会場付近にてお集まりいただきます。必ずお時間に余裕をもってお越しください。詳しくは連絡ボードにてご連絡致します。
*  入場後一度チケットを回収し、こちらが先に座席を選んだ後チケットをお渡しします。
*  チケットお渡し後は速やかに受け取り連絡をお願いします。
*  集合時間より10分以上の遅刻、出演者の不在、交通機関の乱れ、ランダムエラー、本人確認、買い手様の都合によるキャンセルなど入場出来なかった場合でも受け取り連絡していただきます。
*  途中退場になった場合も返金対応不可です。
*  公演中止の場合のみアプリの規定に基づき手数料を差し引いた額を返金します。
*  代理購入は御遠慮ください。
*  日本語が理解出来る方のみご購入ください。
上記に全て同意のうえご購入お願いいたします。ご購入された時点で全て合意のものとみなします。",True,2026-06
6cve1uly2b,1781926116240,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,同行　4名義中2番手,るる,5.0,番手記載あり,2026-06-20 03:28:36,2026-06-20 09:27:28,,listing,2,23000,"4名義中2番手/すり替えなし/下3桁提示可/有効期限内
同時入場後チケットを一旦回収し座席選択した後にチケットをお渡し致します。買い手様は4名義中2番目の座席を選択をすることができます。また、お渡ししたチケットの座席についてクレーム等お受けできません。
・公演当日14:45に会場付近で集合し同時入場して頂きます。詳細は前日までにお伝え致します。臨機応変に対応できる方のみご購入をお願い致します。
・同時入場になりますので時間厳守で集合できる方のみご購入下さい。遅刻された場合は先に入場させて頂く場合もございます。その際も受取通知はして頂きますのでご了承下さい。
・連番で購入された場合、別々で入場して頂くことがございますが必ず連番のものをお渡し致します。
・入場時間の指定や座席選択などの関係でチケットのお渡しにお時間を頂くことがございますが必ず開演前にお渡し致します。催促のご連絡はおやめください。
・受取通知はチケットをお渡しの際にお願い致します。
・ゲートが出てからのキャンセル、出演者変更等のキャンセルはご遠慮下さい。
・トラブル防止のため代理購入不可。必ずご購入されたこ本人様がご入場していただきますようお願いいたします。
上記全ての事をご了承いただいた20歳以上の日本人女性の方のみ、ご購入お願いいたします。
ご購入いただいた時点で、同意されたものとみなします。",True,2026-06
pl331ypzis,1780929799206,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,ランダム配布,めりん,5.0,ランダム記載あり,2026-06-08 14:43:19,2026-06-20 09:27:28,,listing,2,12000,"初期当選のみ所持、指定のみ
複数名義所持の為、発券後一度チケットを回収し選ばせていただきます。座席はこちらで決めてお渡しします。座席をお選びするのにお時間頂戴する場合がございます。座席はお選び頂けませんご了承下さい 。
同行者登録にご協力お願い致します。入場前に身分証のお預かりをさせて頂きます。チケットお渡しの際に身分証のお返しさせて頂きます。
【集合時間/待ち合わせ】
当日 指定場所(会場周辺)に集合していただきそのまま同時入場して頂きます。
遅刻された場合は入場致します。当日買い手様のご都合でご連絡が取れない場合や交通機関の遅延含め指定集合時間に遅れてしまう場合は、ご入場いただけません。その際こちらからのキャンセル処理はせず受取通知をしていただき返金等は致しませんので、お時間には余裕をもってお越し下さい。
公演中止の際は手数料を引いた金額を返金致しますが、その他、体調不良、ランダムエラー、チケットお渡し後のトラブル等、担当不在など、交通事情を含む待ち合わせ遅刻等の如何なる理由でも返金は一切致しかねますのでご了承ください。
当日、入場される方がご購入ください。
買い手様の、諸事情や如何なる理由にて、公演当日以前にキャンセルのご連絡頂きましてもご対応出来かねます。その場合返金対応出来かねますので受け取り連絡お願い致します。代理での購入やめてください。
【注意】
・ご購入者様の端末をお借りしてQRを表示させて頂く場合がございます。
以上、全てご納得ご了承いただいた方のみのご購入でお願い致します。",True,2026-06
x4q98oa84j,1780516223593,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,8名義中4番手 同行,K,5.0,番手同行,2026-06-03 19:50:23,2026-06-20 09:27:28,,listing,2,20000,"FC先行/8名義中4番手/すり替えなし/下3桁提示可/初期当選のみ/着ブロ指定なし/山田名義のみ
・当日は会場付近の指定した場所に時間厳守で集合していただきます。開場時間には入場することを考えておりますので、時間に余裕をもてる方のみご購入ください。詳しいことは追ってお伝えします。
・同時入場後、チケットを一度回収させていただきます。当方ともう2組の方が選んだ後、4番手でチケットをお選びいただけます。当方の座席を選ぶのにお時間いただくかもしれませんが、必ずお渡ししますのでお待ちいただけると幸いです。なるべく早くお渡しできるように努めます。
・2連でご購入の場合、お連れ様とは別れて入場していただく可能性がございます。チケットは必ず2連番でお渡しするのでご安心ください。
・当日QRコードを開くのに端末をお借りする場合がございます。
・会場で連絡をスムーズに取るために電話番号をお伺いします。
・受け取り連絡はチケットお渡し後、速やかにお願いします。
・購入者本人が入場いただけますようお願い致します。
・座席へのクレームは一切受け付けません。
・公演中止以外の理由で返金は不可です。公演中止の際は手数料を差し引いた金額を返金いたします。
・トラブル防止のため、日本語が理解できる方のみご購入ください。
ご購入されましたら上記全ての項目にご了承いただけたと見なします。
⭐️大阪両日お取引いただける場合、お値下げ可能です！",True,2026-06
tsj4snf33p,1780300794258,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,同行　4名義中４番手,むむ,5.0,番手同行,2026-06-01 07:59:54,2026-06-20 09:27:28,,listing,2,8000,"4名義中４番手
公演日は開場15分前を目安に最寄り駅または会場付近にて待ち合わせし、同時入場していただきます。
入場後は一旦チケットを回収し、当方で座席確認をした後4名義中4番手でチケットをお渡しいたします。
座席選択にお時間をいただく場合がございます。
チケットお渡しと同時にその場で受け取り連絡をお願いいたします。お席に関するクレームは一切受け付けておりません。
トラブル防止のため一時的に公的身分証をお預かりさせていただく場合がございますので、当日はQRコードが表示できる端末と公的身分証のご持参をお願いいたします。
待ち合わせ時間に遅刻された場合は、到着を待たず先に入場させていただきます。ランダムエラー、出演者変更、体調不良、交通機関の乱れを含む遅刻、本人確認等の理由で入場が出来なかった場合も必ず受け取り連絡をお願いいたします。公演中止の場合のみ手数料を差し引いた金額を返金いたします。
日本語が通じる日本人女性で当日入場されるご本人様のみ購入をお願い致します。代理購入や複数名義所持している方の購入はご遠慮ください。
購入後にお名前と当日連絡が取れる電話番号をお知らせください。
集合時間、場所等はメッセージにて公演前日までにご連絡させていただきます。",True,2026-06
8ldp2cqfob,1781578653234,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,同行,R,5.0,番手,2026-06-16 02:57:33,2026-06-20 09:27:28,,listing,1,15000,"3名義中2番手/すり替えなし/下3桁提示可/有効期限内
前回スタンド後列名義
公演当日、会場付近で待ち合わせをし同時入場していただきます。
詳しい待ち合わせ時間、場所などはご入金後にメッセージ内でお知らせします。
遅刻は待たず入場させていただきます。
その際も受け取り連絡はしていただきますのでご了承ください。
ランダムエラー、遅刻などいかなる場合も公演中止以外の理由で返金致しません。",True,2026-06
rkff80wfdr,1781877294541,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,paper,female,番手,Zom,5.0,番手,2026-06-19 13:54:54,2026-06-20 09:27:28,,listing,2,7500,"2名義中2番手/初期当選/すり替えなし/下3桁揭示可/有効期限内/山田名義のみ
同時入場していただきます。
待ち合わせの時間、場所などの詳細については購入頂いた後に連絡ボードにてご連絡致します。
同時入場後一度チケットを回収し、こちらが先に座席を選び次第、お渡しいたします。場合によっては~15分お時間をいただきます。
必ず連番のお席をお渡しいたします。
お席に関するクレームはお受け致しません。
着ブロ指定ではございません。
ゲート不明のためビスタ席の可能性もございます。もし、ビスタ席が出た場合はキャンセル可能です。
遅延など購入者の都合、出演者変更、本人確認、ランダムエラーなど公演中止、ビスタ席以外の理由でのキャンセルは認めませんのでご了承ください。",True,2026-06
t64g85hzkq,1781877984747,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,同時入場/ランダム,e,5.0,ランダム,2026-06-19 14:06:24,2026-06-20 09:27:28,,listing,2,600,"ランダム配布となるため同時入場後1度回収させていただき、こちらが選び終えてからのお渡しとなります。
ご購入後はこちらからの連絡を待たずにお名前（偽名可）とお電話番号のご連絡お願いいたします。
お電話番号は当日集合時におかけする可能性ございますので当日繋がるものでお願いいたします。
『集合入場について』
当日は開場30分前頃を目安に会場付近にて待ち合わせいたします。詳しい時間は公演日が近づき次第ご連絡いたします。
※必ず時間厳守でお願いいたします。
当日連絡が取れない、遅刻された場合は到着を待たずに入場します。
なおこの場合でも受け取り評価はしていただきます。
その他体調不良、ランダムエラー、本人確認等で入場できなかった場合による返金対応はいたしかねますので、ご了承ください。
買い手都合のキャンセルも必ず受け取り評価していただきます。
公演中止の場合のみ手数料を差し引いた金額を返金いたします。
『入場後について』
実際に座席を確認しに行くため、一度解散いたします。遅くとも開演5~10分前にはお渡しいたしますが、座席選択に時間を要することをご了承ください。
またご購入者様が座席を選択することはできません。
座席に関するクレームも一切受け付けません。
チケットお渡しと同時に受け取り評価をお願いいたします。
『注意事項』
2連でのご購入の場合、入場の際お連れ様と別れて入場していただきますが、チケットは必ず2連でお渡しいたします。
同行者登録はこちらで行います。公演日が近づき次第、氏名等伺いますのでご協力お願いいたします。
トラブル防止のため会員情報、名義数などの情報は一切お答えいたしません。
スーツケース等大きな荷物は持って入らず、預けてから集合お願いいたします。
日本語でのコミュニケーションが円滑に取れる方のみご購入ください。
小さなお子様をお連れの方や代理購入はお控えください。
お取引成立後は上記説明事項に同意していただいたとみなし、ご購入様からの条件のご提示はお受けできません。
ご不明な点ございましたら、気軽にご質問ください。",True,2026-06
37my23epdh,1781500278913,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,同行　4名義中4番手,るる,5.0,番手記載あり,2026-06-15 05:11:18,2026-06-20 09:27:28,,listing,2,9500,"4名義中4番手/すり替えなし/下3桁提示可/有効期限内/初期当選
同時入場後チケットを一旦回収し座席選択した後にチケットをお渡し致します。買い手様は座席選択をすることができませんのでご了承下さい。また、お渡ししたチケットの座席についてクレーム等お受けできません。
・公演当日14:45に会場付近で集合し同時入場して頂きます。詳細は前日までにお伝え致します。臨機応変に対応できる方のみご購入をお願い致します。
・同時入場になりますので時間厳守で集合できる方のみご購入下さい。遅刻された場合は先に入場させて頂く場合もございます。その際も受取通知はして頂きますのでご了承下さい。
・連番で購入された場合、別々で入場して頂くことがございますが必ず連番のものをお渡し致します。
・入場時間の指定や座席選択などの関係でチケットのお渡しにお時間を頂くことがございますが必ず開演前にお渡し致します。催促のご連絡はおやめください。
・受取通知はチケットをお渡しの際にお願い致します。
・ゲートが出てからのキャンセル、出演者変更等のキャンセルはご遠慮下さい。
・トラブル防止のため代理購入不可。必ずご購入されたこ本人様がご入場していただきますようお願いいたします。
上記全ての事をご了承いただいた20歳以上の日本人女性の方のみ、ご購入お願いいたします。
ご購入いただいた時点で、同意されたものとみなします。",True,2026-06
1fjx8n8pf7,1781520965361,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,当日手渡し,🍒,5.0,同行ランダム,2026-06-15 10:56:05,2026-06-20 09:27:28,,listing,2,1000,"⭐️すり替えありランダム⭐️5名義以下⭐️最終出品⭐️
公演当日当方が指定した会場付近にてお待ち合わせ後、同時入場していただきます。
入場時に端末をお借りする場合がございます。その際に身分証をお預かりしチケット受け渡し時に返却いたします。ご了承ください。
ゲートによってQR毎のお渡しになる可能性がございます。
同時入場後チケットを回収し、再度集合時間と集合場所をお伝えいたします。チケットはランダム配布のため、ご購入者様は座席選択出来ません。お渡しまでお時間を頂きますが開演10分前までには必ずお渡しいたします。
⚠️値下げ希望やゲート・名義数、何分後のお渡しですか？などの質問にはお答えできかねます。
⚠️上乗せで早めお渡しの対応可能です。ご希望の方はメッセージをお願いいたします。
会場付近では電波が悪いことが予想されるため、氏名と電話番号を連絡ボードにご提示お願いいたします。
※成人済み・日本国籍女性のみ
※公演中止以外でのいかなる場合でも返金・キャンセル不可。ランダムエラー・遅刻・遅延・体調不良等全て対応不可です。
※手持ち名義数•ゲート提示不可、座席のクレームはお受けいたしません。
※公演中止の際は手数料を除いた金額を返金いたします。
ご購入いただいた時点で上記条件全てに同意頂けたものとみなします。",True,2026-06
23e0paw1c1,1780346887697,are-you-red-y,2026-06-27,17:00,京セラドーム大阪,electronic,female,当日手渡し,魑魅,5.0,番手,2026-06-01 20:48:07,2026-06-20 09:27:28,,listing,2,11000,"3名義中3番手 / すり替えなし / 下3桁提示可能
入場時に購入者様の端末にてQRコードを表示していただく場合がございます。ご協力いただく際に持ち逃げ防止のため、一時的に顔写真付きの身分証明書をお預かりいたします。身分証はチケット回収時にお返しいたします。
公演当日、開場10分前にこちらが指定した場所にて待ち合わせをし、同時入場していただきます。
発券後チケットを回収させていただき、当方がチケットを選んだ後にチケットを選んでいただきます。
チケットお渡し後は速やかに受け取り通知をお願いいたします。
ビスタゲートが出た場合、QR毎でのお譲りになります。その際は集合時に購入者様の端末をお借りし、こちらでログインさせていただき、QRの表示ができ次第その場で受け取り通知をしていただきます。
事前に電話番号をお伺いさせていただきます。
公演中止の場合のみ、手数料を差し引いた金額を返金いたします。
座席に関するクレーム等、一切受け付けません。
お取引成立は上記の内容全てに同意いただいたとみなします。ご理解いただける日本人女性のみご購入ください。
ご不明な点がございましたら、お気軽にご質問ください。",True,2026-06
