ticket_id,created_at_unix,event_id,perf_date,perf_time,venue,ticket_type,name_type,delivery_method,seller_name,seller_rating,order_num,ticket_tags,first_observed_at,last_observed_at,sold_at,status,quantity,price,raw_description,details_fetched,year_month
sold_1774621705922,1774621705922,west-live-tour-yuitsumuni,2026-06-26,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,female,公演開始の3時間前までにログイン情報共有,,,,,2026-03-27 14:28:25,2026-06-26 09:01:12,2026-06-20 16:01:09,sold,1,32000,"単番QR毎のお譲りになります。
有効期限内／すり替えなし/発送戻りやエラー歴なし
公演開始の3時間前までに連絡ボードにてログイン情報をお伝えします。(当日仕事の...",False,2026-03
sold_1774192614500,1774192614500,west-live-tour-yuitsumuni,2026-06-26,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,female,公演前日QRコード共有,,,,,2026-03-22 15:16:54,2026-06-26 09:01:12,2026-06-20 16:01:09,sold,2,40000,"QR毎のお譲り FC先行座席未定 初期当選 重複すり替えなし 有効期限内名義分 下3桁提示可能
入場後は速やかにログアウトと受取をお願いいたします。
公共交通機...",False,2026-03
sold_1774092455319,1774092455319,west-live-tour-yuitsumuni,2026-06-26,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,female,同行,,,,,2026-03-21 11:27:35,2026-06-26 09:01:12,2026-06-20 16:01:09,sold,2,42000,"2名義中2番手/初期当選/Pay-easy支払い/有効会員/郵送物戻りなし

〈条件あり〉2名義中の2名義目

こちら2連番×2名義所持しており当方が選ばなかっ...",False,2026-03
0y3pluijje,1774710922827,west-live-tour-yuitsumuni,2026-06-26,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,female,同時入場,R⭐︎,5.0,,ランダム記載あり,2026-03-28 15:15:22,2026-06-21 02:01:07,,deleted,2,30000,"複数当選の為同時入場をお願い致します。（全て有効期限内名義）
QRコードの為発券時まで座席未定となります。
チケット発券後にこちらからチケットをお渡し致します。ご購入者様の座席選択は出来ません。
こちらの座席選択にお時間を頂く場合がございますので、ご理解・ご了承の上ご購入下さい。
全ての名義の本人確認不可ですので、本人確認・ランダムエラ一・体調不良・交通機関の遅延等、公演中止以外の返金対応は致しかねますので、ご了承下さい。
出演者変更に伴うキャンセルも致しかねますので、ご理解の上ご購入下さい。
またお取引成立後の買い手様都合のキャンセルもお受け出来ませんので、ご了承下さい。
お席に関するクレームはご遠慮下さい。
開場15〜20分前にこちらが指定した場所でのお待ち合わせをお願い致します。お時間に余裕を持ってお越し下さい。
公演前日になりましたら、お待ち合わせの詳細をご連絡させて頂きます。
QRを表示するのに端末をお借りする場合がございます。
その際はご協力をお願い致します。
デシダルチケットにご理解のある方のみご購入をお願い致します。",True,2026-03
sold_1774194127324,1774194127324,west-live-tour-yuitsumuni,2026-06-26,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,female,公演前日QRコード共有,,,,,2026-03-22 15:42:07,2026-06-26 09:01:12,2026-06-20 16:01:09,sold,2,40000,"QR毎のお譲り FC先行/座席未定/初期当選/重複すり替えなし/有効期限内名義分/下3桁提示可能
入場後は速やかにログアウトと受取をお願いいたします。
公共交通...",False,2026-03
sold_1774496724445,1774496724445,west-live-tour-yuitsumuni,2026-06-26,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,female,同時入場/3名義中3番手,,,,,2026-03-26 03:45:24,2026-06-26 09:01:12,2026-06-20 16:01:09,sold,2,30000,"3名義中3番手

公演当日、会場付近にて待ち合わせし、同時入場していただきます。
1度チケットを回収後、改めてお渡しします。
座席についてのクレームは一切お受け...",False,2026-03
sold_1774404379863,1774404379863,west-live-tour-yuitsumuni,2026-06-26,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,female,同時入場/3名義中2番手,,,,,2026-03-25 02:06:19,2026-06-26 09:01:12,2026-06-20 16:01:09,sold,2,45000,"3名義中2番手

公演当日、会場付近にて待ち合わせし、同時入場していただきます。
1度チケットを回収後、改めてお渡しします。
座席についてのクレームは一切お受け...",False,2026-03
sold_1773847668304,1773847668304,west-live-tour-yuitsumuni,2026-06-26,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,female,2名義中2番手,,,,,2026-03-18 15:27:48,2026-06-26 09:01:12,2026-06-20 16:01:09,sold,2,35000,"2名義中2番手/初期当選/有効期限内/下3桁提示可
･公演当日、開場20~10分前に会場付近にて集合し、同時入場して頂きます。詳細は公演が近づきましたら連絡ボー...",False,2026-03
sold_1774694447863,1774694447863,west-live-tour-yuitsumuni,2026-06-27,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,none,同行,,,,,2026-03-28 10:40:47,2026-06-27 09:01:20,2026-06-20 16:01:09,sold,2,42000,"2名義中2番手/初期当選/Pay-easy支払い/有効会員/郵送物戻りなし

〈条件あり〉2名義中の2名義目

こちら2連番×2名義所持しており当方が選ばなかっ...",False,2026-03
sold_1772435826119,1772435826119,west-live-tour-yuitsumuni,2026-06-27,18:00,[千葉県] ららアリーナ 東京ベイ,electronic,none,同行,,,,,2026-03-02 07:17:06,2026-06-27 09:01:20,2026-06-20 16:01:09,sold,2,21500,【開演25分前までに半券お渡し:1枚26500円、入場後15分以内に半券お渡し:1枚36500円、アリーナゲートからの入場確約:1枚58000円、アリーナ階にて...,False,2026-03
