ticket_id,created_at_unix,event_id,perf_date,perf_time,venue,ticket_type,name_type,delivery_method,seller_name,seller_rating,order_num,ticket_tags,first_observed_at,last_observed_at,sold_at,status,quantity,price,raw_description,details_fetched,year_month
sold_1773589195067,1773589195067,orebushi,2026-06-21,12:00,[東京都] 東京建物 Brillia HALL,paper,female,公演5日前までに郵送,,,,,2026-03-15 15:39:55,2026-06-21 03:01:07,2026-06-20 16:01:09,sold,1,15000,,False,2026-03
zph34zz1qg,1772429843571,orebushi,2026-06-24,12:00,[東京都] 東京建物 Brillia HALL,paper,female,当日手渡し,m,4.0,,同行,2026-03-02 05:37:23,2026-06-21 02:01:07,,deleted,1,20000,"FC初期当選/該当名義/すり替えなし同行/下3桁提示可
座席選択は一切出来ませんので座席に関するクレームは受け付けませんのでご了承下さい。
トラブル防止のため日本語不自由ない方でお願いいたします。
交通機関の遅延等含め如何なる理由で遅刻された場合でも先に入場させて頂きます。受取連絡して頂きますので時間厳守でお願いいたします。
遅刻、入場時トラブル、体調不良等で入場できなかった場合も、キャンセルや返金はできかねますので受取連絡していただきます。
当日の詳しい待ち合わせ時間・場所等は、公演前日までにマイページの連絡ボ一ドでこちらからご連絡させて頂きます。
※ご購入いただいた際には上記内容に同意していただいたものとみなします。",True,2026-03
sold_1773395858366,1773395858366,orebushi,2026-06-24,12:00,[東京都] 東京建物 Brillia HALL,pickup_number,female,キョードー先行　S席　ご自身で発券,,,,,2026-03-13 09:57:38,2026-06-24 03:01:12,2026-06-20 16:01:09,sold,1,100,別途コンビニにて定価手数料のお支払いをお願い致します。,False,2026-03
sold_1773383213634,1773383213634,orebushi,2026-06-24,12:00,[東京都] 東京建物 Brillia HALL,pickup_number,none,公演日7日前までに発券番号共有,,,,,2026-03-13 06:26:53,2026-06-24 03:01:12,2026-06-20 16:01:09,sold,1,20000,"プレイガイド先行/公演中止以外のキャンセルは受け付けておりません。
発券は5/27よりセブンイレブンで行なってください。",False,2026-03
sold_1773620160661,1773620160661,orebushi,2026-06-24,17:30,[東京都] 東京建物 Brillia HALL,pickup_number,female,e+先行　S席　ご自身で発券,,,,,2026-03-16 00:16:00,2026-06-24 09:01:12,2026-06-20 16:01:09,sold,1,100,"3/17 21:00までにセブンで定価手数料のお支払いをお願い致します。

お時間迫っており申し訳ございません。",False,2026-03
sold_1773416321375,1773416321375,orebushi,2026-06-24,17:30,[東京都] 東京建物 Brillia HALL,pickup_number,male,e+先行　S席　ご自身で発券,,,,,2026-03-13 15:38:41,2026-06-24 09:01:12,2026-06-20 16:01:09,sold,1,350,定価手数料をコンビニにてお支払いお願い致します。,False,2026-03
sold_1773656702367,1773656702367,orebushi,2026-06-27,17:30,[東京都] 東京建物 Brillia HALL,pickup_number,female,入金後発券番号共有,,,,,2026-03-16 10:25:02,2026-06-27 09:01:20,2026-06-20 16:01:09,sold,2,500,"TBSチケットになります。
S席です。
発券番号をお伝えしますので、ご自身にて入金(セブンイレブンにて3/18の22時まで)、発券をお願いいたします。",False,2026-03
sold_1773979875852,1773979875852,orebushi,2026-06-27,17:30,[東京都] 東京建物 Brillia HALL,paper,female,公演日7日前までに郵送,,,,,2026-03-20 04:11:15,2026-06-27 09:01:20,2026-06-20 16:01:09,sold,1,10000,"S席/公演7日前までに郵送します。
※主催者先行、本人確認不可

公演中止以外のご返金はいたしかねます。
公演中止の際は手数料を除いた金額を返金いたします。",False,2026-03
kyvtjltebj,1773659897779,orebushi,2026-06-28,12:00,[東京都] 東京建物 Brillia HALL,paper,female,当日手渡し,Sa,5.0,,,2026-03-16 11:18:17,2026-06-21 02:01:07,,deleted,2,12000,こちらで支払い完了分の主催者先行分のA席になります。 セブンイレブン支払い番号をお伝えしますので、5/27以降にご自身にて発券をお願いいたします。,True,2026-03
sold_1772461686230,1772461686230,orebushi,2026-06-29,17:30,[東京都] 東京建物 Brillia HALL,paper,female,要相談,,,,,2026-03-02 14:28:06,2026-06-29 09:01:27,2026-06-20 16:01:09,sold,1,23000,番手なし,False,2026-03
a1c8xswodp,1774020740226,orebushi,2026-07-10,16:30,[福岡県] キャナルシティ劇場,paper,female,郵送,Ａ,5.0,,,2026-03-20 15:32:20,2026-06-21 02:01:07,,deleted,1,50000,"S席/ファンクラブ先行/初当選/すり替えなし/下3桁提示可
公演中止のみこちらの規定通りに返金対応させていただきます。
レターパックにて発送予定です
追跡機能付きの郵送にも変更可能です。郵送ご希望の方は購入前にメッセージにてご連絡をお願いいたします。",True,2026-03
